Location,Marital_Status,Num_Dependents,Disability_Above_60pct,Dependents_Have_Disability,Num_Dependents_With_Disability,Base_Salary_EUR,Social_Security_Rate_pct,Twelfths_Option,Meal_Card_Type,Year,Monthly_Net_Salary,Monthly_Gross_Salary,Annual_Gross_Salary,IRS_Retention_Rate,Annual_Employer_Cost,Monthly_Employer_Cost,IRS_Retention_Earnings_Twelfths,Extra_Compensation_Retention,Social_Security_Contribution,Net_Salary
acores,SOL,3,false,true,1,1500,11,2x50%,not_available,2026,"2.538,50€",3.250€,42.000€,10.90%,51.975€,"4.331,25€",,"0,00€","357,50€","2.538,50€"
acores,SOL,3,false,true,1,2000,11,2x50%,not_available,2026,"1.446,25€",1.625€,21.000€,0.00%,"25.987,50€","2.165,63€",,,,
acores,SOL,3,false,true,1,3000,11,2x50%,not_available,2026,"1.928,33€","2.166,67€",28.000€,0.00%,34.650€,"2.887,50€",,,,
acores,SOL,3,false,true,1,5000,11,2x50%,not_available,2026,"2.630,50€",3.250€,42.000€,8.07%,51.975€,"4.331,25€",,,,
acores,SOL,3,false,true,1,10000,11,2x50%,not_available,2026,"3.980,83€","5.416,67€",70.000€,15.52%,86.625€,"7.218,75€",,"0,00€","595,83€","3.980,83€"
acores,SOL,3,false,true,1,820,11,2x100%,not_available,2026,"7.173,67€","10.833,33€",140.000€,22.79%,173.250€,"14.437,50€",,,,
acores,SOL,3,false,true,1,1000,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
acores,SOL,3,false,true,1,1500,11,2x100%,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,,,
acores,SOL,3,false,true,1,2000,11,2x100%,not_available,2026,"1.557,50€",1.750€,21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","192,50€","1.557,50€"
acores,SOL,3,false,true,1,3000,11,2x100%,not_available,2026,"2.076,67€","2.333,33€",28.000€,0.00%,34.650€,"2.887,50€",,,,
acores,SOL,3,false,true,1,5000,11,2x100%,not_available,2026,2.833€,3.500€,42.000€,8.07%,51.975€,"4.331,25€",,,,
acores,SOL,3,false,true,1,10000,11,2x100%,not_available,2026,"4.286,67€","5.833,33€",70.000€,15.52%,86.625€,"7.218,75€",,"0,00€","641,67€","4.286,67€"
acores,SOL,3,true,false,0,820,11, ,not_available,2026,"7.725,33€","11.666,67€",140.000€,22.79%,173.250€,"14.437,50€",,"0,00€","1.283,33€","7.725,33€"
acores,SOL,3,true,false,0,1000,11, ,not_available,2026,"729,80€",820€,11.480€,0.00%,"14.206,50€","1.183,88€",,,,
acores,SOL,3,true,false,0,1500,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","110,00€","890,00€"
acores,SOL,3,true,false,0,2000,11, ,not_available,2026,"1.446,25€",1.625€,21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","178,75€","1.446,25€"
acores,SOL,3,true,false,0,3000,11, ,not_available,2026,1.780€,2.000€,28.000€,0.00%,34.650€,"2.887,50€",,"0,00€","220,00€","1.780,00€"
acores,SOL,3,true,false,0,5000,11, ,not_available,2026,2.670€,3.000€,42.000€,0.00%,51.975€,"4.331,25€",,,,
acores,SOL,3,true,false,0,10000,11, ,not_available,2026,3.934€,5.000€,70.000€,10.33%,86.625€,"7.218,75€",,"0,00€","550,00€","3.934,00€"
acores,SOL,3,true,false,0,820,11,1x50%,not_available,2026,6.937€,10.000€,140.000€,19.63%,173.250€,"14.437,50€",,"0,00€","1.100,00€","6.937,00€"
acores,SOL,3,true,false,0,1000,11,1x50%,not_available,2026,"760,21€","854,17€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
acores,SOL,3,true,false,0,1500,11,1x50%,not_available,2026,1.780€,2.000€,28.000€,0.00%,34.650€,"2.887,50€",,"0,00€","220,00€","1.780,00€"
acores,SOL,3,true,false,0,2000,11,1x50%,not_available,2026,"1.390,63€","1.562,50€",21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","171,88€","1.390,63€"
acores,SOL,3,true,false,0,3000,11,1x50%,not_available,2026,"2.781,25€",3.125€,42.000€,0.00%,51.975€,"4.331,25€",,"0,00€","229,17€","1.854,17€"
acores,SOL,3,true,false,0,5000,11,1x50%,not_available,2026,"4.097,42€","5.208,33€",70.000€,10.33%,86.625€,"7.218,75€",,,,
acores,SOL,3,true,false,0,10000,11,1x50%,not_available,2026,"4.097,42€","5.208,33€",70.000€,10.33%,86.625€,"7.218,75€",,"0,00€","343,75€","2.781,25€"
acores,SOL,3,true,false,0,820,11,2x50%,not_available,2026,"7.226,83€","10.416,67€",140.000€,19.63%,173.250€,"14.437,50€",,"0,00€","1.145,83€","7.226,83€"
acores,SOL,3,true,false,0,1000,11,2x50%,not_available,2026,"790,62€","888,33€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
acores,SOL,3,true,false,0,1500,11,2x50%,not_available,2026,"964,17€","1.083,33€",14.000€,0.00%,17.325€,"1.443,75€",,,,
acores,SOL,3,true,false,0,2000,11,2x50%,not_available,2026,"1.446,25€",1.625€,21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","178,75€","1.446,25€"
acores,SOL,3,true,false,0,3000,11,2x50%,not_available,2026,"1.928,33€","2.166,67€",28.000€,0.00%,34.650€,"2.887,50€",,"0,00€","238,33€","1.928,33€"
acores,SOL,3,true,false,0,5000,11,2x50%,not_available,2026,"2.892,50€",3.250€,42.000€,0.00%,51.975€,"4.331,25€",,"0,00€","357,50€","2.892,50€"
acores,SOL,3,true,false,0,10000,11,2x50%,not_available,2026,"4.261,83€","5.416,67€",70.000€,10.33%,86.625€,"7.218,75€",,"0,00€","595,83€","4.261,83€"
acores,SOL,3,true,false,0,820,11,2x100%,not_available,2026,"7.515,67€","10.833,33€",140.000€,19.63%,173.250€,"14.437,50€",,,,
acores,SOL,3,true,false,0,1000,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
acores,SOL,3,true,false,0,1500,11,2x100%,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","128,33€","1.038,33€"
acores,SOL,3,true,false,0,2000,11,2x100%,not_available,2026,"1.557,50€",1.750€,21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","192,50€","1.557,50€"
